id,single_lose_desc,single_win_desc,all_desc,multiple,horn
50,你被[colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败,[colorindex:colorIndex=0]你终结了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]的[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0],[colorindex:colorIndex=0][colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]，终结其[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0],2,1
51,你被[colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败,[colorindex:colorIndex=0]你终结了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]的[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0],[colorindex:colorIndex=0][colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]，终结其[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0],2,1
52,你被[colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败,[colorindex:colorIndex=0]你终结了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]的[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0],[colorindex:colorIndex=0][colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]，终结其[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0],2,1
53,你被[colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败,[colorindex:colorIndex=0]你终结了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]的[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0],[colorindex:colorIndex=0][colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]，终结其[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0],2,1
54,你被[colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败,[colorindex:colorIndex=0]你终结了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]的[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0],[colorindex:colorIndex=0][colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]，终结其[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0],2,1
55,你被[colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败,[colorindex:colorIndex=0]你终结了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]的[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0],[colorindex:colorIndex=0][colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]，终结其[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0],2,1
56,你被[colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败,[colorindex:colorIndex=0]你终结了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]的[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0],[colorindex:colorIndex=0][colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]，终结其[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0],2,1
57,你被[colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败,[colorindex:colorIndex=0]你终结了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]的[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0],[colorindex:colorIndex=0][colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]，终结其[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0],2,1
58,你被[colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败,[colorindex:colorIndex=0]你终结了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]的[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0],[colorindex:colorIndex=0][colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]，终结其[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0],2,1
59,你被[colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败,[colorindex:colorIndex=0]你终结了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]的[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0],[colorindex:colorIndex=0][colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]，终结其[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0],2,1
60,你被[colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败,[colorindex:colorIndex=0]你终结了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]的[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0],[colorindex:colorIndex=0][colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]，终结其[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0],2,1
61,你被[colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败,[colorindex:colorIndex=0]你终结了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]的[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0],[colorindex:colorIndex=0][colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]，终结其[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0],2,1
62,你被[colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败,[colorindex:colorIndex=0]你终结了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]的[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0],[colorindex:colorIndex=0][colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]，终结其[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0],2,1
63,你被[colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败,[colorindex:colorIndex=0]你终结了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]的[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0],[colorindex:colorIndex=0][colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]，终结其[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0],2,1
64,你被[colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败,[colorindex:colorIndex=0]你终结了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]的[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0],[colorindex:colorIndex=0][colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]，终结其[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0],2,1
65,你被[colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败,[colorindex:colorIndex=0]你终结了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]的[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0],[colorindex:colorIndex=0][colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]，终结其[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0],2,1
66,你被[colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败,[colorindex:colorIndex=0]你终结了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]的[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0],[colorindex:colorIndex=0][colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]，终结其[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0],2,1
67,你被[colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败,[colorindex:colorIndex=0]你终结了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]的[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0],[colorindex:colorIndex=0][colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]，终结其[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0],2,1
68,你被[colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败,[colorindex:colorIndex=0]你终结了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]的[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0],[colorindex:colorIndex=0][colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]，终结其[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0],2,1
69,你被[colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败,[colorindex:colorIndex=0]你终结了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]的[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0],[colorindex:colorIndex=0][colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]，终结其[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0],2,1
70,你被[colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败,[colorindex:colorIndex=0]你终结了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]的[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0],[colorindex:colorIndex=0][colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]，终结其[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0],2,1
71,你被[colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败,[colorindex:colorIndex=0]你终结了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]的[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0],[colorindex:colorIndex=0][colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]，终结其[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0],2,1
72,你被[colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败,[colorindex:colorIndex=0]你终结了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]的[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0],[colorindex:colorIndex=0][colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]，终结其[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0],2,1
73,你被[colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败,[colorindex:colorIndex=0]你终结了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]的[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0],[colorindex:colorIndex=0][colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]，终结其[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0],2,1
