id,type,index,name,piece_index,iconid,rarity,maskIcon,desc,tips
760002,7,0,木系果实,0,760002,2,0,[colorindex:colorIndex=0]【[colorindex:colorIndex=3]木系[colorindex:colorIndex=0]精灵进化】,0
760003,7,0,绿姆果,0,760003,3,0,[colorindex:colorIndex=0]【[colorindex:colorIndex=3]木系[colorindex:colorIndex=0]精灵进化】随处可见却并不受欢迎的果实，味道略苦,0
760004,7,0,苦琏,0,760004,4,0,[colorindex:colorIndex=0]【[colorindex:colorIndex=3]木系[colorindex:colorIndex=0]精灵进化】最苦的木系果实，但是蕴含了不少的能量,0
760005,7,0,黄斑青果,0,760005,5,0,[colorindex:colorIndex=0]【[colorindex:colorIndex=3]木系[colorindex:colorIndex=0]精灵进化】生吃稍稍有些苦味，但也是非常有营养价值的果实,0
760006,7,0,绿毛丹,0,760006,6,0,[colorindex:colorIndex=0]【[colorindex:colorIndex=3]木系[colorindex:colorIndex=0]精灵进化】顶级果实之一，生命力十足，有生命果实之称,0
760007,7,0,藤斑梨,0,760007,7,0,[colorindex:colorIndex=0]【[colorindex:colorIndex=3]木系[colorindex:colorIndex=0]精灵进化】顶级果实之一，据说是神灵都爱食用的零嘴果实,0
770001,7,0,光系果实,0,770001,1,0,[colorindex:colorIndex=0]【[colorindex:colorIndex=10]光系[colorindex:colorIndex=0]精灵进化】,0
770002,7,0,光系果实,0,770002,2,0,[colorindex:colorIndex=0]【[colorindex:colorIndex=10]光系[colorindex:colorIndex=0]精灵进化】,0
770003,7,0,酸柠,0,770003,3,0,[colorindex:colorIndex=0]【[colorindex:colorIndex=10]光系[colorindex:colorIndex=0]精灵进化】人类也喜欢食用的水果，味道的包容性非常高,0
770004,7,0,嘉宝果,0,770004,4,0,[colorindex:colorIndex=0]【[colorindex:colorIndex=10]光系[colorindex:colorIndex=0]精灵进化】硬硬的果实，晒干后当零食吃可以锻炼咬合力,0
770005,7,0,灯笼果,0,770005,5,0,[colorindex:colorIndex=0]【[colorindex:colorIndex=10]光系[colorindex:colorIndex=0]精灵进化】罕见的野生果实，常用来制作果酱或酿酒,0
770006,7,0,奇拉果,0,770006,6,0,[colorindex:colorIndex=0]【[colorindex:colorIndex=10]光系[colorindex:colorIndex=0]精灵进化】顶级果实之一，传说是蕴含光与天空力量的果实,0
770007,7,0,佛笑瓜,0,770007,7,0,[colorindex:colorIndex=0]【[colorindex:colorIndex=10]光系[colorindex:colorIndex=0]精灵进化】顶级果实之一，据说是神灵都爱食用的零嘴果实,0
780001,7,0,暗系果实,0,780001,1,0,[colorindex:colorIndex=0]【[colorindex:colorIndex=9]暗系[colorindex:colorIndex=0]精灵进化】,0
780002,7,0,暗系果实,0,780002,2,0,[colorindex:colorIndex=0]【[colorindex:colorIndex=9]暗系[colorindex:colorIndex=0]精灵进化】,0
780003,7,0,紫椰,0,780003,3,0,[colorindex:colorIndex=0]【[colorindex:colorIndex=9]暗系[colorindex:colorIndex=0]精灵进化】常见的果实，人们喜欢将其制作名为面宝的甜点,0
780004,7,0,紫莓,0,780004,4,0,[colorindex:colorIndex=0]【[colorindex:colorIndex=9]暗系[colorindex:colorIndex=0]精灵进化】把它埋在软土里就能生长，也是面宝的材料之一,0
780005,7,0,暗葫芦,0,780005,5,0,[colorindex:colorIndex=0]【[colorindex:colorIndex=9]暗系[colorindex:colorIndex=0]精灵进化】濒临绝种的果实，据说除了食用还有其他用途,0
780006,7,0,龙佳果,0,780006,6,0,[colorindex:colorIndex=0]【[colorindex:colorIndex=9]暗系[colorindex:colorIndex=0]精灵进化】顶级果实之一，传说是蕴含暗与大陆力量的果实,0
780007,7,0,魔栗,0,780007,7,0,[colorindex:colorIndex=0]【[colorindex:colorIndex=9]暗系[colorindex:colorIndex=0]精灵进化】顶级果实之一，据说是神灵都爱食用的零嘴果实,0
790001,7,0,通用果实,0,790001,1,0,[colorindex:colorIndex=0]【精灵进化】,0
790002,7,0,通用果实,0,790002,2,0,[colorindex:colorIndex=0]【精灵进化】,0
790003,7,0,甜桃,0,790003,3,0,[colorindex:colorIndex=0]【精灵进化】味道十分甜美，由于十分柔软，在运送的时候要小心,0
790004,7,0,粉蕉,0,790004,4,0,[colorindex:colorIndex=0]【精灵进化】又苦又甜的果实，当然一般没有谁会吃它的皮吧,0
790005,7,0,粉枇杷,0,790005,5,0,[colorindex:colorIndex=0]【精灵进化】亲和度非常高的果实，不过好像吃了会有副作用,0
790006,7,0,阿开果,0,790006,6,0,[colorindex:colorIndex=0]【精灵进化】顶级果实之一，生长极为缓慢，未成熟时吃了会呕吐,0
790007,7,0,奇乐椒,0,790007,7,0,[colorindex:colorIndex=0]【精灵进化】顶级果实之一，据说是神灵都爱食用的零嘴果实,0
700001,7,0,进化石,0,700001,1,0,[colorindex:colorIndex=0]【精灵进化】精灵进化到一定程度后所需的进化道具，非常难得,0
700002,7,0,进化石,0,700002,2,0,[colorindex:colorIndex=0]【精灵进化】精灵进化到一定程度后所需的进化道具，非常难得,0
700003,7,0,进化石,0,700003,3,0,[colorindex:colorIndex=0]【精灵进化】精灵进化到一定程度后所需的进化道具，非常难得,0
700004,7,0,进化石,0,700004,4,0,[colorindex:colorIndex=0]【精灵进化】精灵进化到一定程度后所需的进化道具，非常难得,0
700005,7,0,进化石,0,700005,5,0,[colorindex:colorIndex=0]【精灵进化】精灵进化到一定程度后所需的进化道具，非常难得,0
700006,7,0,进化石,0,700006,6,0,[colorindex:colorIndex=0]【精灵进化】精灵进化到一定程度后所需的进化道具，非常难得,0
700007,7,0,进化石,0,700007,7,0,[colorindex:colorIndex=0]【精灵进化】精灵进化到一定程度后所需的进化道具，非常难得,0
800001,8,0,【智爷】头像,0,41001,3,0,[colorindex:colorIndex=0]普通的训练家头像,0
800002,8,0,【福爷】头像,0,41002,4,0,[colorindex:colorIndex=0]首次通关精英副本第 [colorindex:colorIndex=3]2[colorindex:colorIndex=0] 章可获得,0
800003,8,0,【小菊儿】头像,0,41003,4,0,[colorindex:colorIndex=0]首次通关精英副本第 [colorindex:colorIndex=3]3[colorindex:colorIndex=0] 章可获得,0
800004,8,0,【夏伯】头像,0,41004,4,0,[colorindex:colorIndex=0]首次通关精英副本第 [colorindex:colorIndex=3]4[colorindex:colorIndex=0] 章可获得,0
800005,8,0,【梅丽莎】头像,0,41005,4,0,[colorindex:colorIndex=0]首次通关精英副本第 [colorindex:colorIndex=3]5[colorindex:colorIndex=0] 章可获得,0
800006,8,0,【山男】头像,0,41006,4,0,[colorindex:colorIndex=0]首次通关精英副本第 [colorindex:colorIndex=3]6[colorindex:colorIndex=0] 章可获得,0
800007,8,0,【紫罗兰】头像,0,41007,4,0,[colorindex:colorIndex=0]首次通关精英副本第 [colorindex:colorIndex=3]7[colorindex:colorIndex=0] 章可获得,0
800008,8,0,【吉宪】头像,0,41008,4,0,[colorindex:colorIndex=0]首次通关精英副本第 [colorindex:colorIndex=3]8[colorindex:colorIndex=0] 章可获得,0
800009,8,0,【菊老大】头像,0,41009,4,0,[colorindex:colorIndex=0]首次通关精英副本第 [colorindex:colorIndex=3]9[colorindex:colorIndex=0] 章可获得,0
800010,8,0,【葛吉花】头像,0,41010,4,0,[colorindex:colorIndex=0]首次通关精英副本第 [colorindex:colorIndex=3]10[colorindex:colorIndex=0] 章可获得,0
800011,8,0,【坂木】头像,0,41011,4,0,[colorindex:colorIndex=0]首次通关精英副本第 [colorindex:colorIndex=3]11[colorindex:colorIndex=0] 章可获得,0
800012,8,0,【南】头像,0,41012,4,0,[colorindex:colorIndex=0]首次通关精英副本第 [colorindex:colorIndex=3]12[colorindex:colorIndex=0] 章可获得,0
800013,8,0,【得抚】头像,0,41013,4,0,[colorindex:colorIndex=0]首次通关精英副本第 [colorindex:colorIndex=3]13[colorindex:colorIndex=0] 章可获得,0
800014,8,0,【玛绣】头像,0,41014,4,0,[colorindex:colorIndex=0]首次通关精英副本第 [colorindex:colorIndex=3]14[colorindex:colorIndex=0] 章可获得,0
800015,8,0,【莉佳】头像,0,41015,4,0,[colorindex:colorIndex=0]首次通关精英副本第 [colorindex:colorIndex=3]15[colorindex:colorIndex=0] 章可获得,0
800016,8,0,【红豆杉】头像,0,41018,5,0,[colorindex:colorIndex=10]VIP2[colorindex:colorIndex=0]后可在成就中领取，是VIP的象征,0
800017,8,0,【小次郎】头像,0,41017,5,0,[colorindex:colorIndex=10]VIP7[colorindex:colorIndex=0]后可在成就中领取，是高级VIP的象征,0
800018,8,0,【武藏】头像,0,41016,5,0,[colorindex:colorIndex=10]VIP11[colorindex:colorIndex=0]后可在成就中领取，是尊贵VIP的象征,0
800019,8,0,【喷火龙】头像,0,41022,5,0,[colorindex:colorIndex=0]击杀狭间BOSS[colorindex:colorIndex=5]【喷火龙】[colorindex:colorIndex=0][endl:num=1]且伤害排名第1后可获得,0
800020,8,0,【水箭龟】头像,0,41020,5,0,[colorindex:colorIndex=0]击杀狭间BOSS[colorindex:colorIndex=4]【水箭龟】[colorindex:colorIndex=0][endl:num=1]且伤害排名第1后可获得,0
800021,8,0,【妙蛙花】头像,0,41021,5,0,[colorindex:colorIndex=0]击杀狭间BOSS[colorindex:colorIndex=3]【妙蛙花】[colorindex:colorIndex=0][endl:num=1]且伤害排名第1后可获得,0
800022,8,0,【盖亚多拉斯】头像,0,41023,6,0,[colorindex:colorIndex=0]击杀世界BOSS[colorindex:colorIndex=5]【盖亚多拉斯】[colorindex:colorIndex=0][endl:num=1]且伤害排名第1后可获得,0
800023,8,0,【矶龙卷】头像,0,41024,6,0,[colorindex:colorIndex=0]击杀世界BOSS[colorindex:colorIndex=4]【矶龙卷】[colorindex:colorIndex=0][endl:num=1]且伤害排名第1后可获得,0
800024,8,0,【奥西里斯】头像,0,41025,6,0,[colorindex:colorIndex=0]击杀世界BOSS[colorindex:colorIndex=3]【奥西里斯】[colorindex:colorIndex=0][endl:num=1]且伤害排名第1后可获得,0
800025,8,0,【圣诞皮神】头像,0,41031,6,0,[colorindex:colorIndex=0]击杀圣诞世界BOSS[colorindex:colorIndex=3]【圣诞皮神】[colorindex:colorIndex=0][endl:num=1]且伤害排名前10后可获得,0
800026,8,0,【雷丘】头像,0,41040,5,0,[colorindex:colorIndex=0]击杀狭间BOSS[colorindex:colorIndex=10]【雷丘】[colorindex:colorIndex=0][endl:num=1]且伤害排名第1后可获得,0
800027,8,0,【耿鬼】头像,0,41041,5,0,[colorindex:colorIndex=0]击杀狭间BOSS[colorindex:colorIndex=9]【耿鬼】[colorindex:colorIndex=0][endl:num=1]且伤害排名第1后可获得,0
800028,8,0,【鸭嘴焰龙】头像,0,41042,5,0,[colorindex:colorIndex=0]击杀狭间BOSS[colorindex:colorIndex=5]【鸭嘴焰龙】[colorindex:colorIndex=0][endl:num=1]且伤害排名第1后可获得,0
800029,8,0,【超暴鲤龙】头像,0,41043,5,0,[colorindex:colorIndex=0]击杀狭间BOSS[colorindex:colorIndex=4]【超暴鲤龙】[colorindex:colorIndex=0][endl:num=1]且伤害排名第1后可获得,0
800030,8,0,【土台龟】头像,0,41044,5,0,[colorindex:colorIndex=0]击杀狭间BOSS[colorindex:colorIndex=3]【土台龟】[colorindex:colorIndex=0][endl:num=1]且伤害排名第1后可获得,0
800031,8,0,【波克基斯】头像,0,41045,5,0,[colorindex:colorIndex=0]击杀狭间BOSS[colorindex:colorIndex=10]【波克基斯】[colorindex:colorIndex=0][endl:num=1]且伤害排名第1后可获得,0
800032,8,0,【魔童娃娃】头像,0,41046,5,0,[colorindex:colorIndex=0]击杀狭间BOSS[colorindex:colorIndex=9]【魔童娃娃】[colorindex:colorIndex=0][endl:num=1]且伤害排名第1后可获得,0
800033,8,0,【猴赛雷】头像,0,41047,6,0,[colorindex:colorIndex=0]击杀[colorindex:colorIndex=5]猴年春节[colorindex:colorIndex=0]世界BOSS[colorindex:colorIndex=5]【猴赛雷】[colorindex:colorIndex=0][endl:num=1]且伤害排名前10后可获得,0
800034,8,0,【喵喵】头像,0,41019,6,0,[colorindex:colorIndex=0]参与[colorindex:colorIndex=5]3.15维权大战[colorindex:colorIndex=0]活动且排名前[colorindex:colorIndex=3] 3 [colorindex:colorIndex=0]后可获得,0
900001,9,0,普通头像框,0,42001,3,0,[colorindex:colorIndex=0]普通的训练家头像框,0
900002,9,0,VIP2头像框,0,42002,5,0,[colorindex:colorIndex=10]VIP2[colorindex:colorIndex=0]后可在成就中领取，是VIP的象征,0
900003,9,0,VIP7头像框,0,42003,5,0,[colorindex:colorIndex=10]VIP7[colorindex:colorIndex=0]后可在成就中领取，是高级VIP的象征,0
900004,9,0,VIP11头像框,0,42004,5,0,[colorindex:colorIndex=10]VIP11[colorindex:colorIndex=0]后可在成就中领取，是尊贵VIP的象征,0
900005,9,0,竞技王者头像框,0,42005,5,0,[colorindex:colorIndex=3]竞技场[colorindex:colorIndex=0]结算时排名达到第 [colorindex:colorIndex=3]1[colorindex:colorIndex=0] 名后可获得,0
900006,9,0,城堡伯爵头像框,0,42010,5,0,[colorindex:colorIndex=3]？？？[colorindex:colorIndex=0],0
900007,9,0,圣诞头像框,0,42012,6,0,[colorindex:colorIndex=3]圣诞节[colorindex:colorIndex=0]当日登陆即可获得,0
900008,9,0,春节头像框,0,42013,6,0,[colorindex:colorIndex=3]除夕[colorindex:colorIndex=0]当日登陆即可获得,0
350031,3,50031,单手火炮碎片,0,0,1,0,[colorindex:colorIndex=0]集齐50个，可合成得到S级精灵【[colorindex:colorIndex=3]小鸭嘴龙[colorindex:colorIndex=0]】的专属装备【[colorindex:colorIndex=3]单手火炮[colorindex:colorIndex=0]】,0
350032,3,50032,防火鞍碎片,0,0,1,0,[colorindex:colorIndex=0]集齐20个，可合成得到A级精灵【[colorindex:colorIndex=3]小马驹[colorindex:colorIndex=0]】的专属装备【[colorindex:colorIndex=3]防火鞍[colorindex:colorIndex=0]】,0
350033,3,50033,火焰耳环碎片,0,0,1,0,[colorindex:colorIndex=0]集齐20个，可合成得到B级精灵【[colorindex:colorIndex=3]火狐狸[colorindex:colorIndex=0]】的专属装备【[colorindex:colorIndex=3]火焰耳环[colorindex:colorIndex=0]】,0
350034,3,50034,忍者飞镖碎片,0,0,1,0,[colorindex:colorIndex=0]集齐20个，可合成得到A级精灵【[colorindex:colorIndex=3]呱呱泡蛙[colorindex:colorIndex=0]】的专属装备【[colorindex:colorIndex=3]忍者飞镖[colorindex:colorIndex=0]】,0
350035,3,50035,燕尾服碎片,0,0,1,0,[colorindex:colorIndex=0]集齐20个，可合成得到A级精灵【[colorindex:colorIndex=3]波加曼[colorindex:colorIndex=0]】的专属装备【[colorindex:colorIndex=3]燕尾服[colorindex:colorIndex=0]】,0
350036,3,50036,晨光墨汁碎片,0,0,1,0,[colorindex:colorIndex=0]集齐20个，可合成得到A级精灵【[colorindex:colorIndex=3]墨海马[colorindex:colorIndex=0]】的专属装备【[colorindex:colorIndex=3]晨光墨汁[colorindex:colorIndex=0]】,0
350037,3,50037,蛇皮斗篷碎片,0,0,1,0,[colorindex:colorIndex=0]集齐20个，可合成得到A级精灵【[colorindex:colorIndex=3]藤藤蛇[colorindex:colorIndex=0]】的专属装备【[colorindex:colorIndex=3]蛇皮斗篷[colorindex:colorIndex=0]】,0
350038,3,50038,菊花茶碎片,0,0,1,0,[colorindex:colorIndex=0]集齐20个，可合成得到A级精灵【[colorindex:colorIndex=3]菊草叶[colorindex:colorIndex=0]】的专属装备【[colorindex:colorIndex=3]菊花茶[colorindex:colorIndex=0]】,0
350039,3,50039,软猬手甲碎片,0,0,1,0,[colorindex:colorIndex=0]集齐20个，可合成得到A级精灵【[colorindex:colorIndex=3]哈力栗[colorindex:colorIndex=0]】的专属装备【[colorindex:colorIndex=3]软猬手甲[colorindex:colorIndex=0]】,0
350040,3,50040,南孚电池碎片,0,0,1,0,[colorindex:colorIndex=0]集齐20个，可合成得到A级精灵【[colorindex:colorIndex=3]咩利羊[colorindex:colorIndex=0]】的专属装备【[colorindex:colorIndex=3]南孚电池[colorindex:colorIndex=0]】,0
350041,3,50041,闪电星碎片,0,0,1,0,[colorindex:colorIndex=0]集齐20个，可合成得到A级精灵【[colorindex:colorIndex=3]小猫怪[colorindex:colorIndex=0]】的专属装备【[colorindex:colorIndex=3]闪电星[colorindex:colorIndex=0]】,0
350042,3,50042,艾德曼合金碎片,0,0,1,0,[colorindex:colorIndex=0]集齐20个，可合成得到A级精灵【[colorindex:colorIndex=3]铁甲犀牛[colorindex:colorIndex=0]】的专属装备【[colorindex:colorIndex=3]艾德曼合金[colorindex:colorIndex=0]】,0
350043,3,50043,图鲁毒角碎片,0,0,1,0,[colorindex:colorIndex=0]集齐20个，可合成得到A级精灵【[colorindex:colorIndex=3]尼多朗[colorindex:colorIndex=0]】的专属装备【[colorindex:colorIndex=3]图鲁毒角[colorindex:colorIndex=0]】,0
350044,3,50044,拳击手套碎片,0,0,1,0,[colorindex:colorIndex=0]集齐20个，可合成得到A级精灵【[colorindex:colorIndex=3]腕力[colorindex:colorIndex=0]】的专属装备【[colorindex:colorIndex=3]拳击手套[colorindex:colorIndex=0]】,0
350045,3,50045,诅咒娃娃碎片,0,0,1,0,[colorindex:colorIndex=0]集齐50个，可合成得到S级精灵【[colorindex:colorIndex=3]怨影娃娃[colorindex:colorIndex=0]】的专属装备【[colorindex:colorIndex=3]诅咒娃娃[colorindex:colorIndex=0]】,0
350046,3,50046,尼龙皮裤碎片,0,0,1,0,[colorindex:colorIndex=0]集齐20个，可合成得到A级精灵【[colorindex:colorIndex=3]火稚鸡[colorindex:colorIndex=0]】的专属装备【[colorindex:colorIndex=3]尼龙皮裤[colorindex:colorIndex=0]】,0
350047,3,50047,水晶焰碎片,0,0,1,0,[colorindex:colorIndex=0]集齐50个，可合成得到S级精灵【[colorindex:colorIndex=3]小火龙[colorindex:colorIndex=0]】的专属装备【[colorindex:colorIndex=3]水晶焰[colorindex:colorIndex=0]】,0
350048,3,50048,炎纹护肩碎片,0,0,1,0,[colorindex:colorIndex=0]集齐20个，可合成得到A级精灵【[colorindex:colorIndex=3]小火焰猴[colorindex:colorIndex=0]】的专属装备【[colorindex:colorIndex=3]炎纹护肩[colorindex:colorIndex=0]】,0
350049,3,50049,龙王须碎片,0,0,1,0,[colorindex:colorIndex=0]集齐50个，可合成得到S级精灵【[colorindex:colorIndex=3]鲤鱼王[colorindex:colorIndex=0]】的专属装备【[colorindex:colorIndex=3]龙王须[colorindex:colorIndex=0]】,0
350050,3,50050,巨舰炮甲碎片,0,0,1,0,[colorindex:colorIndex=0]集齐50个，可合成得到S级精灵【[colorindex:colorIndex=3]杰尼龟[colorindex:colorIndex=0]】的专属装备【[colorindex:colorIndex=3]巨舰炮甲[colorindex:colorIndex=0]】,0
350051,3,50051,切割双轮碎片,0,0,1,0,[colorindex:colorIndex=0]集齐20个，可合成得到A级精灵【[colorindex:colorIndex=3]水跃鱼[colorindex:colorIndex=0]】的专属装备【[colorindex:colorIndex=3]切割双轮[colorindex:colorIndex=0]】,0
350052,3,50052,森树龟壳碎片,0,0,1,0,[colorindex:colorIndex=0]集齐50个，可合成得到S级精灵【[colorindex:colorIndex=3]草苗龟[colorindex:colorIndex=0]】的专属装备【[colorindex:colorIndex=3]森树龟壳[colorindex:colorIndex=0]】,0
350053,3,50053,荆棘藤条碎片,0,0,1,0,[colorindex:colorIndex=0]集齐50个，可合成得到S级精灵【[colorindex:colorIndex=3]妙蛙种子[colorindex:colorIndex=0]】的专属装备【[colorindex:colorIndex=3]荆棘藤条[colorindex:colorIndex=0]】,0
350054,3,50054,扫射尾刺碎片,0,0,1,0,[colorindex:colorIndex=0]集齐20个，可合成得到A级精灵【[colorindex:colorIndex=3]木守宫[colorindex:colorIndex=0]】的专属装备【[colorindex:colorIndex=3]扫射尾刺[colorindex:colorIndex=0]】,0
