id,single_desc,all_desc,multiple,horn,red_paper_count,red_paper,red_paper_desc
17,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
18,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
19,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
20,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},[colorindex:colorIndex=0][colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]达成[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0]，已经[colorindex:colorIndex=11]主宰比赛,0,1,180,8888,[colorindex:colorIndex=0][colorindex:colorIndex=2]{}[colorindex:colorIndex=0]达到[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0]，给全服玩家发放[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个[colorindex:colorIndex=2]红包[colorindex:colorIndex=0]
21,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
22,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
23,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
24,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
25,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},[colorindex:colorIndex=0][colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]达成[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0]，已经[colorindex:colorIndex=11]变态杀戮,0,1,200,8888,[colorindex:colorIndex=0][colorindex:colorIndex=2]{}[colorindex:colorIndex=0]达到[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0]，给全服玩家发放[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个[colorindex:colorIndex=2]红包[colorindex:colorIndex=0]
26,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
27,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
28,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
29,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
30,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},[colorindex:colorIndex=0][colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]达成[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0]，已经[colorindex:colorIndex=5]妖怪般的杀戮,0,1,250,8888,[colorindex:colorIndex=0][colorindex:colorIndex=2]{}[colorindex:colorIndex=0]达到[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0]，给全服玩家发放[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个[colorindex:colorIndex=2]红包[colorindex:colorIndex=0]
31,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
32,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
33,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
34,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
35,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},[colorindex:colorIndex=0][colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]达成[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=5]，已经[colorindex:colorIndex=2]如同神一般！,0,1,300,8888,[colorindex:colorIndex=0][colorindex:colorIndex=2]{}[colorindex:colorIndex=0]达到[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0]，给全服玩家发放[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个[colorindex:colorIndex=2]红包[colorindex:colorIndex=0]
36,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
37,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
38,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
39,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
40,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},[colorindex:colorIndex=0][colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]达成[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0]，已经[colorindex:colorIndex=19]超越神的杀戮[colorindex:colorIndex=0]！！拜托谁去杀了他吧!,0,1,350,8888,[colorindex:colorIndex=0][colorindex:colorIndex=2]{}[colorindex:colorIndex=0]达到[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0]，给全服玩家发放[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个[colorindex:colorIndex=2]红包[colorindex:colorIndex=0]
41,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
42,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
43,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
44,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
45,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},[colorindex:colorIndex=0][colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]达成[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0]，已经[colorindex:colorIndex=19]超越神的杀戮[colorindex:colorIndex=0]！！拜托谁去杀了他吧!,0,1,400,8888,[colorindex:colorIndex=0][colorindex:colorIndex=2]{}[colorindex:colorIndex=0]达到[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0]，给全服玩家发放[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个[colorindex:colorIndex=2]红包[colorindex:colorIndex=0]
46,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
47,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
48,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
49,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
50,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},[colorindex:colorIndex=0][colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]达成[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0]，已经[colorindex:colorIndex=19]超越神的杀戮[colorindex:colorIndex=0]！！拜托谁去杀了他吧!,0,1,400,8888,[colorindex:colorIndex=0][colorindex:colorIndex=2]{}[colorindex:colorIndex=0]达到[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0]，给全服玩家发放[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个[colorindex:colorIndex=2]红包[colorindex:colorIndex=0]
51,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
52,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
53,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
54,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
55,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},[colorindex:colorIndex=0][colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]达成[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0]，已经[colorindex:colorIndex=19]超越神的杀戮[colorindex:colorIndex=0]！！拜托谁去杀了他吧!,0,1,400,8888,[colorindex:colorIndex=0][colorindex:colorIndex=2]{}[colorindex:colorIndex=0]达到[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0]，给全服玩家发放[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个[colorindex:colorIndex=2]红包[colorindex:colorIndex=0]
56,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
57,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
58,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
59,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
60,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},[colorindex:colorIndex=0][colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]达成[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0]，已经[colorindex:colorIndex=19]超越神的杀戮[colorindex:colorIndex=0]！！拜托谁去杀了他吧!,0,1,400,8888,[colorindex:colorIndex=0][colorindex:colorIndex=2]{}[colorindex:colorIndex=0]达到[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0]，给全服玩家发放[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个[colorindex:colorIndex=2]红包[colorindex:colorIndex=0]
61,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
62,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
63,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
64,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
65,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},[colorindex:colorIndex=0][colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]达成[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0]，已经[colorindex:colorIndex=19]超越神的杀戮[colorindex:colorIndex=0]！！拜托谁去杀了他吧!,0,1,400,8888,[colorindex:colorIndex=0][colorindex:colorIndex=2]{}[colorindex:colorIndex=0]达到[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0]，给全服玩家发放[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个[colorindex:colorIndex=2]红包[colorindex:colorIndex=0]
66,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
67,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
68,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
69,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
70,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},[colorindex:colorIndex=0][colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]达成[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0]，已经[colorindex:colorIndex=19]超越神的杀戮[colorindex:colorIndex=0]！！拜托谁去杀了他吧!,0,1,400,8888,[colorindex:colorIndex=0][colorindex:colorIndex=2]{}[colorindex:colorIndex=0]达到[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0]，给全服玩家发放[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个[colorindex:colorIndex=2]红包[colorindex:colorIndex=0]
71,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
72,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
73,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
74,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
75,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},[colorindex:colorIndex=0][colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]达成[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0]，已经[colorindex:colorIndex=19]超越神的杀戮[colorindex:colorIndex=0]！！拜托谁去杀了他吧!,0,1,400,8888,[colorindex:colorIndex=0][colorindex:colorIndex=2]{}[colorindex:colorIndex=0]达到[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0]，给全服玩家发放[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个[colorindex:colorIndex=2]红包[colorindex:colorIndex=0]
76,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
77,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
78,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
79,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
80,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},[colorindex:colorIndex=0][colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]达成[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0]，已经[colorindex:colorIndex=19]超越神的杀戮[colorindex:colorIndex=0]！！拜托谁去杀了他吧!,0,1,400,8888,[colorindex:colorIndex=0][colorindex:colorIndex=2]{}[colorindex:colorIndex=0]达到[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0]，给全服玩家发放[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个[colorindex:colorIndex=2]红包[colorindex:colorIndex=0]
81,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
82,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
83,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
84,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
85,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},[colorindex:colorIndex=0][colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]达成[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0]，已经[colorindex:colorIndex=19]超越神的杀戮[colorindex:colorIndex=0]！！拜托谁去杀了他吧!,0,1,400,8888,[colorindex:colorIndex=0][colorindex:colorIndex=2]{}[colorindex:colorIndex=0]达到[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0]，给全服玩家发放[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个[colorindex:colorIndex=2]红包[colorindex:colorIndex=0]
86,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
87,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
88,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
89,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
90,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},[colorindex:colorIndex=0][colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]达成[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0]，已经[colorindex:colorIndex=19]超越神的杀戮[colorindex:colorIndex=0]！！拜托谁去杀了他吧!,0,1,400,8888,[colorindex:colorIndex=0][colorindex:colorIndex=2]{}[colorindex:colorIndex=0]达到[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0]，给全服玩家发放[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个[colorindex:colorIndex=2]红包[colorindex:colorIndex=0]
91,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
92,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
93,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
94,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
95,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},[colorindex:colorIndex=0][colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]达成[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0]，已经[colorindex:colorIndex=19]超越神的杀戮[colorindex:colorIndex=0]！！拜托谁去杀了他吧!,0,1,400,8888,[colorindex:colorIndex=0][colorindex:colorIndex=2]{}[colorindex:colorIndex=0]达到[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0]，给全服玩家发放[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个[colorindex:colorIndex=2]红包[colorindex:colorIndex=0]
96,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
97,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
98,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
99,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
100,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},[colorindex:colorIndex=0][colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]达成[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0]，已经[colorindex:colorIndex=19]超越神的杀戮[colorindex:colorIndex=0]！！拜托谁去杀了他吧!,0,1,400,8888,[colorindex:colorIndex=0][colorindex:colorIndex=2]{}[colorindex:colorIndex=0]达到[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0]，给全服玩家发放[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个[colorindex:colorIndex=2]红包[colorindex:colorIndex=0]
101,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
102,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
103,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
104,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
105,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
106,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
107,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
108,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
109,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
110,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},[colorindex:colorIndex=5][colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]达成[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0]，已经[colorindex:colorIndex=19]超越神的杀戮[colorindex:colorIndex=0]！！拜托谁去杀了他吧!,0,1,400,8888,[colorindex:colorIndex=0][colorindex:colorIndex=2]{}[colorindex:colorIndex=0]达到[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0]，给全服玩家发放[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个[colorindex:colorIndex=2]红包[colorindex:colorIndex=0]
111,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
112,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
113,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
114,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
115,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
116,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
117,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
118,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
119,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
120,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},[colorindex:colorIndex=5][colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]达成[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0]，已经[colorindex:colorIndex=19]超越神的杀戮[colorindex:colorIndex=0]！！拜托谁去杀了他吧!,0,1,400,8888,[colorindex:colorIndex=0][colorindex:colorIndex=2]{}[colorindex:colorIndex=0]达到[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0]，给全服玩家发放[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个[colorindex:colorIndex=2]红包[colorindex:colorIndex=0]
121,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
122,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
123,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
124,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
125,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
126,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
127,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
128,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
129,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
130,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},[colorindex:colorIndex=0][colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]达成[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0]，已经[colorindex:colorIndex=19]超越神的杀戮[colorindex:colorIndex=0]！！拜托谁去杀了他吧!,0,1,400,8888,[colorindex:colorIndex=0][colorindex:colorIndex=2]{}[colorindex:colorIndex=0]达到[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0]，给全服玩家发放[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个[colorindex:colorIndex=2]红包[colorindex:colorIndex=0]
131,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
132,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
133,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
134,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
135,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
136,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
137,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
138,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
139,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
