id,type,droptype,0,dropProb,itemtype,itemid,price,cd,timesLimit,producttype,productID,amount,openlevel
10138,1,1,彩虹百货,20,2,0,60,0,1,14,21000380,1,0
10139,1,1,彩虹百货,10,2,0,60,0,1,14,21000390,1,0
10140,1,1,彩虹百货,5,2,0,60,0,1,14,21000375,1,0
10201,1,2,彩虹百货,1100,2,0,60,0,1,14,21000347,1,0
10202,1,2,彩虹百货,720,2,0,60,0,1,14,21000331,1,0
10203,1,2,彩虹百货,200,2,0,60,0,1,14,21000386,1,0
10204,1,2,彩虹百货,200,2,0,60,0,1,14,21000376,1,0
10205,1,2,彩虹百货,200,2,0,60,0,1,14,21000362,1,0
10206,1,2,彩虹百货,50,2,0,60,0,1,14,21000381,1,0
10207,1,2,彩虹百货,25,2,0,60,0,1,14,21000361,1,0
10208,1,2,彩虹百货,5,2,0,60,0,1,14,21000371,1,0
10209,1,2,彩虹百货,1100,2,0,60,0,1,14,21000350,1,0
10210,1,2,彩虹百货,720,2,0,60,0,1,14,21000349,1,0
10211,1,2,彩虹百货,200,2,0,60,0,1,14,21000387,1,0
10212,1,2,彩虹百货,200,2,0,60,0,1,14,21000377,1,0
10213,1,2,彩虹百货,25,2,0,60,0,1,14,21000364,1,0
10214,1,2,彩虹百货,50,2,0,60,0,1,14,21000382,1,0
10215,1,2,彩虹百货,200,2,0,60,0,1,14,21000363,1,0
10216,1,2,彩虹百货,5,2,0,60,0,1,14,21000372,1,0
10217,1,2,彩虹百货,1100,2,0,60,0,1,14,21000353,1,0
10218,1,2,彩虹百货,720,2,0,60,0,1,14,21000352,1,0
10219,1,2,彩虹百货,200,2,0,60,0,1,14,21000378,1,0
10220,1,2,彩虹百货,200,2,0,60,0,1,14,21000388,1,0
10221,1,2,彩虹百货,25,2,0,60,0,1,14,21000366,1,0
10222,1,2,彩虹百货,200,2,0,60,0,1,14,21000365,1,0
10223,1,2,彩虹百货,50,2,0,60,0,1,14,21000383,1,0
10224,1,2,彩虹百货,5,2,0,60,0,1,14,21000373,1,0
10225,1,2,彩虹百货,1000,2,0,60,0,1,14,21000356,1,0
10226,1,2,彩虹百货,50,2,0,60,0,1,14,21000357,1,0
10227,1,2,彩虹百货,150,2,0,60,0,1,14,21000355,1,0
10228,1,2,彩虹百货,55,2,0,60,0,1,14,21000379,1,0
10229,1,2,彩虹百货,200,2,0,60,0,1,14,21000384,1,0
10230,1,2,彩虹百货,20,2,0,60,0,1,14,21000367,1,0
10231,1,2,彩虹百货,10,2,0,60,0,1,14,21000389,1,0
10232,1,2,彩虹百货,5,2,0,60,0,1,14,21000374,1,0
10233,1,2,彩虹百货,425,2,0,60,0,1,14,21000359,1,0
10234,1,2,彩虹百货,200,2,0,60,0,1,14,21000345,1,0
10235,1,2,彩虹百货,90,2,0,60,0,1,14,21000370,1,0
10236,1,2,彩虹百货,200,2,0,60,0,1,14,21000369,1,0
10237,1,2,彩虹百货,60,2,0,60,0,1,14,21000385,1,0
10238,1,2,彩虹百货,20,2,0,60,0,1,14,21000380,1,0
10239,1,2,彩虹百货,10,2,0,60,0,1,14,21000390,1,0
10240,1,2,彩虹百货,5,2,0,60,0,1,14,21000375,1,0
10301,1,3,彩虹百货,1100,2,0,60,0,1,14,21000347,1,0
10302,1,3,彩虹百货,720,2,0,60,0,1,14,21000331,1,0
10303,1,3,彩虹百货,200,2,0,60,0,1,14,21000386,1,0
10304,1,3,彩虹百货,200,2,0,60,0,1,14,21000376,1,0
10305,1,3,彩虹百货,200,2,0,60,0,1,14,21000362,1,0
10306,1,3,彩虹百货,50,2,0,60,0,1,14,21000381,1,0
10307,1,3,彩虹百货,25,2,0,60,0,1,14,21000361,1,0
10308,1,3,彩虹百货,5,2,0,60,0,1,14,21000371,1,0
10309,1,3,彩虹百货,1100,2,0,60,0,1,14,21000350,1,0
10310,1,3,彩虹百货,720,2,0,60,0,1,14,21000349,1,0
10311,1,3,彩虹百货,200,2,0,60,0,1,14,21000387,1,0
10312,1,3,彩虹百货,200,2,0,60,0,1,14,21000377,1,0
10313,1,3,彩虹百货,25,2,0,60,0,1,14,21000364,1,0
10314,1,3,彩虹百货,50,2,0,60,0,1,14,21000382,1,0
10315,1,3,彩虹百货,200,2,0,60,0,1,14,21000363,1,0
10316,1,3,彩虹百货,5,2,0,60,0,1,14,21000372,1,0
10317,1,3,彩虹百货,1100,2,0,60,0,1,14,21000353,1,0
10318,1,3,彩虹百货,720,2,0,60,0,1,14,21000352,1,0
10319,1,3,彩虹百货,200,2,0,60,0,1,14,21000378,1,0
10320,1,3,彩虹百货,200,2,0,60,0,1,14,21000388,1,0
10321,1,3,彩虹百货,25,2,0,60,0,1,14,21000366,1,0
10322,1,3,彩虹百货,200,2,0,60,0,1,14,21000365,1,0
10323,1,3,彩虹百货,50,2,0,60,0,1,14,21000383,1,0
10324,1,3,彩虹百货,5,2,0,60,0,1,14,21000373,1,0
10325,1,3,彩虹百货,1000,2,0,60,0,1,14,21000356,1,0
10326,1,3,彩虹百货,50,2,0,60,0,1,14,21000357,1,0
10327,1,3,彩虹百货,150,2,0,60,0,1,14,21000355,1,0
10328,1,3,彩虹百货,55,2,0,60,0,1,14,21000379,1,0
10329,1,3,彩虹百货,200,2,0,60,0,1,14,21000384,1,0
10330,1,3,彩虹百货,20,2,0,60,0,1,14,21000367,1,0
10331,1,3,彩虹百货,10,2,0,60,0,1,14,21000389,1,0
10332,1,3,彩虹百货,5,2,0,60,0,1,14,21000374,1,0
10333,1,3,彩虹百货,425,2,0,60,0,1,14,21000359,1,0
10334,1,3,彩虹百货,200,2,0,60,0,1,14,21000345,1,0
10335,1,3,彩虹百货,90,2,0,60,0,1,14,21000370,1,0
10336,1,3,彩虹百货,200,2,0,60,0,1,14,21000369,1,0
10337,1,3,彩虹百货,60,2,0,60,0,1,14,21000385,1,0
10338,1,3,彩虹百货,20,2,0,60,0,1,14,21000380,1,0
10339,1,3,彩虹百货,10,2,0,60,0,1,14,21000390,1,0
10340,1,3,彩虹百货,5,2,0,60,0,1,14,21000375,1,0
10401,1,4,彩虹百货,600,8,0,500,0,1,14,710001,1,0
10402,1,4,彩虹百货,800,8,0,2000,0,1,14,710002,1,0
10403,1,4,彩虹百货,240,8,0,8000,0,1,14,710003,1,0
10404,1,4,彩虹百货,160,8,0,15000,0,1,14,710004,1,0
10405,1,4,彩虹百货,100,8,0,40000,0,1,14,710005,1,0
10406,1,4,彩虹百货,40,8,0,100000,0,1,14,710006,1,0
10407,1,4,彩虹百货,800,8,0,2000,0,1,14,720002,1,0
10408,1,4,彩虹百货,240,8,0,8000,0,1,14,720003,1,0
10409,1,4,彩虹百货,160,8,0,15000,0,1,14,720004,1,0
10410,1,4,彩虹百货,100,8,0,40000,0,1,14,720005,1,0
10411,1,4,彩虹百货,40,8,0,100000,0,1,14,720006,1,0
10412,1,4,彩虹百货,240,8,0,8000,0,1,14,730003,1,0
10413,1,4,彩虹百货,160,8,0,15000,0,1,14,730004,1,0
10414,1,4,彩虹百货,100,8,0,40000,0,1,14,730005,1,0
10415,1,4,彩虹百货,40,8,0,100000,0,1,14,730006,1,0
10416,1,4,彩虹百货,800,8,0,2000,0,1,14,710002,1,0
10417,1,4,彩虹百货,240,8,0,8000,0,1,14,710003,1,0
10418,1,4,彩虹百货,160,8,0,15000,0,1,14,710004,1,0
10419,1,4,彩虹百货,100,8,0,40000,0,1,14,710005,1,0
10420,1,4,彩虹百货,40,8,0,100000,0,1,14,710006,1,0
10421,1,4,彩虹百货,800,8,0,2000,0,1,14,720002,1,0
10422,1,4,彩虹百货,240,8,0,8000,0,1,14,720003,1,0
10423,1,4,彩虹百货,160,8,0,15000,0,1,14,720004,1,0
10424,1,4,彩虹百货,100,8,0,40000,0,1,14,720005,1,0
10425,1,4,彩虹百货,40,8,0,100000,0,1,14,720006,1,0
10426,1,4,彩虹百货,240,8,0,8000,0,1,14,730003,1,0
10427,1,4,彩虹百货,160,8,0,15000,0,1,14,730004,1,0
10428,1,4,彩虹百货,100,8,0,40000,0,1,14,730005,1,0
10429,1,4,彩虹百货,40,8,0,100000,0,1,14,730006,1,0
10430,1,4,彩虹百货,880,8,0,2000,0,1,14,710002,1,0
10431,1,4,彩虹百货,240,8,0,8000,0,1,14,710003,1,0
10432,1,4,彩虹百货,120,8,0,15000,0,1,14,710004,1,0
10433,1,4,彩虹百货,40,8,0,40000,0,1,14,710005,1,0
10434,1,4,彩虹百货,880,8,0,2000,0,1,14,720002,1,0
10435,1,4,彩虹百货,240,8,0,8000,0,1,14,720003,1,0
10436,1,4,彩虹百货,120,8,0,15000,0,1,14,720004,1,0
10437,1,4,彩虹百货,40,8,0,40000,0,1,14,720005,1,0
10438,1,4,彩虹百货,240,8,0,8000,0,1,14,730003,1,0
10439,1,4,彩虹百货,120,8,0,15000,0,1,14,730004,1,0
10440,1,4,彩虹百货,40,8,0,40000,0,1,14,730005,1,0
10501,1,5,彩虹百货,600,8,0,500,0,1,14,710001,1,0
10502,1,5,彩虹百货,800,8,0,2000,0,1,14,710002,1,0
10503,1,5,彩虹百货,240,8,0,8000,0,1,14,710003,1,0
10504,1,5,彩虹百货,160,8,0,15000,0,1,14,710004,1,0
10505,1,5,彩虹百货,100,8,0,40000,0,1,14,710005,1,0
10506,1,5,彩虹百货,40,8,0,100000,0,1,14,710006,1,0
10507,1,5,彩虹百货,800,8,0,2000,0,1,14,720002,1,0
10508,1,5,彩虹百货,240,8,0,8000,0,1,14,720003,1,0
10509,1,5,彩虹百货,160,8,0,15000,0,1,14,720004,1,0
10510,1,5,彩虹百货,100,8,0,40000,0,1,14,720005,1,0
10511,1,5,彩虹百货,40,8,0,100000,0,1,14,720006,1,0
10512,1,5,彩虹百货,240,8,0,8000,0,1,14,730003,1,0
10513,1,5,彩虹百货,160,8,0,15000,0,1,14,730004,1,0
10514,1,5,彩虹百货,100,8,0,40000,0,1,14,730005,1,0
10515,1,5,彩虹百货,40,8,0,100000,0,1,14,730006,1,0
10516,1,5,彩虹百货,800,8,0,2000,0,1,14,710002,1,0
10517,1,5,彩虹百货,240,8,0,8000,0,1,14,710003,1,0
10518,1,5,彩虹百货,160,8,0,15000,0,1,14,710004,1,0
10519,1,5,彩虹百货,100,8,0,40000,0,1,14,710005,1,0
10520,1,5,彩虹百货,40,8,0,100000,0,1,14,710006,1,0
10521,1,5,彩虹百货,800,8,0,2000,0,1,14,720002,1,0
10522,1,5,彩虹百货,240,8,0,8000,0,1,14,720003,1,0
10523,1,5,彩虹百货,160,8,0,15000,0,1,14,720004,1,0
10524,1,5,彩虹百货,100,8,0,40000,0,1,14,720005,1,0
10525,1,5,彩虹百货,40,8,0,100000,0,1,14,720006,1,0
10526,1,5,彩虹百货,240,8,0,8000,0,1,14,730003,1,0
10527,1,5,彩虹百货,160,8,0,15000,0,1,14,730004,1,0
10528,1,5,彩虹百货,100,8,0,40000,0,1,14,730005,1,0
10529,1,5,彩虹百货,40,8,0,100000,0,1,14,730006,1,0
10530,1,5,彩虹百货,880,8,0,2000,0,1,14,710002,1,0
10531,1,5,彩虹百货,240,8,0,8000,0,1,14,710003,1,0
10532,1,5,彩虹百货,120,8,0,15000,0,1,14,710004,1,0
10533,1,5,彩虹百货,40,8,0,40000,0,1,14,710005,1,0
10534,1,5,彩虹百货,880,8,0,2000,0,1,14,720002,1,0
10535,1,5,彩虹百货,240,8,0,8000,0,1,14,720003,1,0
10536,1,5,彩虹百货,120,8,0,15000,0,1,14,720004,1,0
10537,1,5,彩虹百货,40,8,0,40000,0,1,14,720005,1,0
10538,1,5,彩虹百货,240,8,0,8000,0,1,14,730003,1,0
10539,1,5,彩虹百货,120,8,0,15000,0,1,14,730004,1,0
10540,1,5,彩虹百货,40,8,0,40000,0,1,14,730005,1,0
10601,1,6,彩虹百货,600,8,0,1500,0,1,14,710001,3,0
10602,1,6,彩虹百货,800,8,0,6000,0,1,14,710002,3,0
10603,1,6,彩虹百货,240,8,0,24000,0,1,14,710003,3,0
10604,1,6,彩虹百货,160,8,0,45000,0,1,14,710004,3,0
10605,1,6,彩虹百货,100,8,0,120000,0,1,14,710005,3,0
10606,1,6,彩虹百货,40,8,0,300000,0,1,14,710006,3,0
10607,1,6,彩虹百货,800,8,0,6000,0,1,14,720002,3,0
10608,1,6,彩虹百货,240,8,0,24000,0,1,14,720003,3,0
10609,1,6,彩虹百货,160,8,0,45000,0,1,14,720004,3,0
10610,1,6,彩虹百货,100,8,0,120000,0,1,14,720005,3,0
10611,1,6,彩虹百货,40,8,0,300000,0,1,14,720006,3,0
10612,1,6,彩虹百货,240,8,0,24000,0,1,14,730003,3,0
10613,1,6,彩虹百货,160,8,0,45000,0,1,14,730004,3,0
10614,1,6,彩虹百货,100,8,0,120000,0,1,14,730005,3,0
10615,1,6,彩虹百货,40,8,0,300000,0,1,14,730006,3,0
10616,1,6,彩虹百货,800,8,0,6000,0,1,14,710002,3,0
10617,1,6,彩虹百货,240,8,0,24000,0,1,14,710003,3,0
10618,1,6,彩虹百货,160,8,0,45000,0,1,14,710004,3,0
10619,1,6,彩虹百货,100,8,0,120000,0,1,14,710005,3,0
10620,1,6,彩虹百货,40,8,0,300000,0,1,14,710006,3,0
10621,1,6,彩虹百货,800,8,0,6000,0,1,14,720002,3,0
10622,1,6,彩虹百货,240,8,0,24000,0,1,14,720003,3,0
10623,1,6,彩虹百货,160,8,0,45000,0,1,14,720004,3,0
10624,1,6,彩虹百货,100,8,0,120000,0,1,14,720005,3,0
10625,1,6,彩虹百货,40,8,0,300000,0,1,14,720006,3,0
10626,1,6,彩虹百货,240,8,0,24000,0,1,14,730003,3,0
10627,1,6,彩虹百货,160,8,0,45000,0,1,14,730004,3,0
10628,1,6,彩虹百货,100,8,0,120000,0,1,14,730005,3,0
10629,1,6,彩虹百货,40,8,0,300000,0,1,14,730006,3,0
10630,1,6,彩虹百货,880,8,0,6000,0,1,14,710002,3,0
10631,1,6,彩虹百货,240,8,0,24000,0,1,14,710003,3,0
10632,1,6,彩虹百货,120,8,0,45000,0,1,14,710004,3,0
10633,1,6,彩虹百货,40,8,0,120000,0,1,14,710005,3,0
10634,1,6,彩虹百货,880,8,0,6000,0,1,14,720002,3,0
10635,1,6,彩虹百货,240,8,0,24000,0,1,14,720003,3,0
10636,1,6,彩虹百货,120,8,0,45000,0,1,14,720004,3,0
10637,1,6,彩虹百货,40,8,0,120000,0,1,14,720005,3,0
10638,1,6,彩虹百货,240,8,0,24000,0,1,14,730003,3,0
10639,1,6,彩虹百货,120,8,0,45000,0,1,14,730004,3,0
10640,1,6,彩虹百货,40,8,0,120000,0,1,14,730005,3,0
10701,1,7,彩虹百货,100,8,0,1000,0,1,14,740003,1,0
10702,1,7,彩虹百货,100,8,0,1000,0,1,14,750003,1,0
10703,1,7,彩虹百货,100,8,0,1000,0,1,14,760003,1,0
10704,1,7,彩虹百货,100,8,0,1000,0,1,14,770003,1,0
10705,1,7,彩虹百货,100,8,0,1000,0,1,14,780003,1,0
10706,1,7,彩虹百货,100,8,0,1000,0,1,14,790003,1,0
10707,1,7,彩虹百货,100,8,0,3000,0,1,14,740004,1,20
10708,1,7,彩虹百货,100,8,0,3000,0,1,14,750004,1,20
10709,1,7,彩虹百货,100,8,0,3000,0,1,14,760004,1,20
10710,1,7,彩虹百货,100,8,0,3000,0,1,14,770004,1,20
10711,1,7,彩虹百货,100,8,0,3000,0,1,14,780004,1,20
10712,1,7,彩虹百货,100,8,0,3000,0,1,14,790004,1,20
10713,1,7,彩虹百货,100,8,0,15000,0,1,14,740005,1,40
10714,1,7,彩虹百货,100,8,0,15000,0,1,14,750005,1,40
10715,1,7,彩虹百货,100,8,0,15000,0,1,14,760005,1,40
10716,1,7,彩虹百货,100,8,0,15000,0,1,14,770005,1,40
10717,1,7,彩虹百货,100,8,0,15000,0,1,14,780005,1,40
10718,1,7,彩虹百货,100,8,0,15000,0,1,14,790005,1,40
10801,1,8,彩虹百货,100,8,0,1000,0,1,14,740003,1,0
10802,1,8,彩虹百货,100,8,0,1000,0,1,14,750003,1,0
10803,1,8,彩虹百货,100,8,0,1000,0,1,14,760003,1,0
10804,1,8,彩虹百货,100,8,0,1000,0,1,14,770003,1,0
10805,1,8,彩虹百货,100,8,0,1000,0,1,14,780003,1,0
10806,1,8,彩虹百货,100,8,0,1000,0,1,14,790003,1,0
10807,1,8,彩虹百货,100,8,0,3000,0,1,14,740004,1,20
10808,1,8,彩虹百货,100,8,0,3000,0,1,14,750004,1,20
10809,1,8,彩虹百货,100,8,0,3000,0,1,14,760004,1,20
10810,1,8,彩虹百货,100,8,0,3000,0,1,14,770004,1,20
10811,1,8,彩虹百货,100,8,0,3000,0,1,14,780004,1,20
10812,1,8,彩虹百货,100,8,0,3000,0,1,14,790004,1,20
10813,1,8,彩虹百货,100,8,0,15000,0,1,14,740005,1,40
10814,1,8,彩虹百货,100,8,0,15000,0,1,14,750005,1,40
10815,1,8,彩虹百货,100,8,0,15000,0,1,14,760005,1,40
10816,1,8,彩虹百货,100,8,0,15000,0,1,14,770005,1,40
10817,1,8,彩虹百货,100,8,0,15000,0,1,14,780005,1,40
10818,1,8,彩虹百货,100,8,0,15000,0,1,14,790005,1,40
10901,1,9,彩虹百货,100,8,0,3000,0,1,14,740003,3,0
10902,1,9,彩虹百货,100,8,0,3000,0,1,14,750003,3,0
10903,1,9,彩虹百货,100,8,0,3000,0,1,14,760003,3,0
10904,1,9,彩虹百货,100,8,0,3000,0,1,14,770003,3,0
10905,1,9,彩虹百货,100,8,0,3000,0,1,14,780003,3,0
10906,1,9,彩虹百货,100,8,0,3000,0,1,14,790003,3,0
10907,1,9,彩虹百货,100,8,0,9000,0,1,14,740004,3,20
10908,1,9,彩虹百货,100,8,0,9000,0,1,14,750004,3,20
10909,1,9,彩虹百货,100,8,0,9000,0,1,14,760004,3,20
10910,1,9,彩虹百货,100,8,0,9000,0,1,14,770004,3,20
10911,1,9,彩虹百货,100,8,0,9000,0,1,14,780004,3,20
10912,1,9,彩虹百货,100,8,0,9000,0,1,14,790004,3,20
10913,1,9,彩虹百货,100,8,0,45000,0,1,14,740005,3,40
10914,1,9,彩虹百货,100,8,0,45000,0,1,14,750005,3,40
10915,1,9,彩虹百货,100,8,0,45000,0,1,14,760005,3,40
10916,1,9,彩虹百货,100,8,0,45000,0,1,14,770005,3,40
10917,1,9,彩虹百货,100,8,0,45000,0,1,14,780005,3,40
10918,1,9,彩虹百货,100,8,0,45000,0,1,14,790005,3,40
20101,2,1,迷宫商人,10000,2,0,60,0,1,8,8,200000,0
20102,2,1,迷宫商人,10000,2,0,60,0,1,8,8,200000,0
20103,2,1,迷宫商人,10000,2,0,60,0,1,8,8,200000,0
20201,2,2,迷宫商人,10000,2,0,60,0,1,14,110001,2,0
20202,2,2,迷宫商人,10000,2,0,60,0,1,14,110002,1,0
20203,2,2,迷宫商人,10000,2,0,60,0,1,14,110001,2,0
20204,2,2,迷宫商人,10000,2,0,60,0,1,14,110002,1,0
20301,2,3,迷宫商人,10000,2,0,80,0,1,14,100002,3,0
20302,2,3,迷宫商人,10000,2,0,100,0,1,14,100003,2,0
20303,2,3,迷宫商人,10000,2,0,80,0,1,14,100002,3,0
20304,2,3,迷宫商人,10000,2,0,100,0,1,14,100003,2,0
20305,2,3,迷宫商人,10000,2,0,80,0,1,14,100002,3,0
20306,2,3,迷宫商人,10000,2,0,100,0,1,14,100003,2,0
20307,2,3,迷宫商人,10000,2,0,80,0,1,14,100002,3,0
20308,2,3,迷宫商人,10000,2,0,100,0,1,14,100003,2,0
20309,2,3,迷宫商人,10000,2,0,80,0,1,14,100002,3,0
20310,2,3,迷宫商人,10000,2,0,100,0,1,14,100003,2,0
20311,2,3,迷宫商人,10000,2,0,80,0,1,14,100002,3,0
20312,2,3,迷宫商人,10000,2,0,100,0,1,14,100003,2,0
20313,2,3,迷宫商人,10000,2,0,80,0,1,14,100002,3,0
20314,2,3,迷宫商人,10000,2,0,100,0,1,14,100003,2,0
20315,2,3,迷宫商人,10000,2,0,80,0,1,14,100002,3,0
20316,2,3,迷宫商人,10000,2,0,100,0,1,14,100003,2,0
20317,2,3,迷宫商人,10000,2,0,80,0,1,14,100002,3,0
20318,2,3,迷宫商人,10000,2,0,100,0,1,14,100003,2,0
20319,2,3,迷宫商人,10000,2,0,80,0,1,14,100002,3,0
20320,2,3,迷宫商人,10000,2,0,100,0,1,14,100003,2,0
20321,2,3,迷宫商人,10000,2,0,80,0,1,14,100002,3,0
20322,2,3,迷宫商人,10000,2,0,100,0,1,14,100003,2,0
20323,2,3,迷宫商人,10000,2,0,80,0,1,14,100002,3,0
20324,2,3,迷宫商人,10000,2,0,100,0,1,14,100003,2,0
20325,2,3,迷宫商人,10000,2,0,80,0,1,14,100002,3,0
20326,2,3,迷宫商人,10000,2,0,100,0,1,14,100003,2,0
20327,2,3,迷宫商人,10000,2,0,80,0,1,14,100002,3,0
20328,2,3,迷宫商人,10000,2,0,100,0,1,14,100003,2,0
20329,2,3,迷宫商人,10000,2,0,80,0,1,14,100002,3,0
20330,2,3,迷宫商人,10000,2,0,100,0,1,14,100003,2,0
20331,2,3,迷宫商人,10000,2,0,80,0,1,14,100002,3,0
20332,2,3,迷宫商人,10000,2,0,100,0,1,14,100003,2,0
20333,2,3,迷宫商人,10000,2,0,80,0,1,14,100002,3,0
20334,2,3,迷宫商人,10000,2,0,100,0,1,14,100003,2,0
20335,2,3,迷宫商人,10000,2,0,80,0,1,14,100002,3,0
20336,2,3,迷宫商人,10000,2,0,100,0,1,14,100003,2,0
20337,2,3,迷宫商人,10000,2,0,80,0,1,14,100002,3,0
20338,2,3,迷宫商人,10000,2,0,100,0,1,14,100003,2,0
20339,2,3,迷宫商人,10000,2,0,80,0,1,14,100002,3,0
20340,2,3,迷宫商人,10000,2,0,200,0,1,14,110003,2,0
20401,2,4,迷宫商人,4000,2,0,250,0,1,14,190013,5,0
20402,2,4,迷宫商人,3000,2,0,250,0,1,14,190014,3,20
20403,2,4,迷宫商人,2000,2,0,320,0,1,14,190015,2,40
20404,2,4,迷宫商人,1000,2,0,320,0,1,14,190016,1,60
20501,2,5,迷宫商人,10000,2,0,400,0,1,21,21,100,0
20502,2,5,迷宫商人,10000,2,0,400,0,1,21,21,100,0
20503,2,5,迷宫商人,10000,2,0,400,0,1,21,21,100,0
20504,2,5,迷宫商人,10000,2,0,400,0,1,21,21,100,0
20601,2,6,迷宫商人,4000,2,0,500,0,1,14,711003,10,0
20602,2,6,迷宫商人,3000,2,0,500,0,1,14,711004,5,20
20603,2,6,迷宫商人,2000,2,0,700,0,1,14,711005,3,40
20604,2,6,迷宫商人,1000,2,0,900,0,1,14,711006,2,60
20605,2,6,迷宫商人,4000,2,0,500,0,1,14,711003,10,0
20606,2,6,迷宫商人,3000,2,0,500,0,1,14,711004,5,20
20607,2,6,迷宫商人,2000,2,0,700,0,1,14,711005,3,40
20608,2,6,迷宫商人,1000,2,0,900,0,1,14,711006,2,60
20609,2,6,迷宫商人,4000,2,0,500,0,1,14,711003,10,0
20610,2,6,迷宫商人,3000,2,0,500,0,1,14,711004,5,20
20611,2,6,迷宫商人,2000,2,0,700,0,1,14,711005,3,40
20612,2,6,迷宫商人,1000,2,0,900,0,1,14,711006,2,60
20613,2,6,迷宫商人,4000,2,0,500,0,1,14,711003,10,0
20614,2,6,迷宫商人,3000,2,0,500,0,1,14,711004,5,20
20615,2,6,迷宫商人,2000,2,0,700,0,1,14,711005,3,40
20616,2,6,迷宫商人,1000,2,0,900,0,1,14,711006,2,60
20617,2,6,迷宫商人,4000,2,0,500,0,1,14,711003,10,0
20618,2,6,迷宫商人,3000,2,0,500,0,1,14,711004,5,20
20619,2,6,迷宫商人,2000,2,0,700,0,1,14,711005,3,40
20620,2,6,迷宫商人,1000,2,0,900,0,1,14,711006,2,60
20621,2,6,迷宫商人,4000,2,0,500,0,1,14,711003,10,0
20622,2,6,迷宫商人,3000,2,0,500,0,1,14,711004,5,20
20623,2,6,迷宫商人,2000,2,0,700,0,1,14,711005,3,40
20624,2,6,迷宫商人,1000,2,0,900,0,1,14,711006,2,60
20625,2,6,迷宫商人,4000,2,0,500,0,1,14,711003,10,0
20626,2,6,迷宫商人,3000,2,0,500,0,1,14,711004,5,20
20627,2,6,迷宫商人,2000,2,0,700,0,1,14,711005,3,40
20628,2,6,迷宫商人,1000,2,0,900,0,1,14,711006,2,60
20629,2,6,迷宫商人,4000,2,0,500,0,1,14,711003,10,0
20630,2,6,迷宫商人,3000,2,0,500,0,1,14,711004,5,20
20631,2,6,迷宫商人,2000,2,0,700,0,1,14,711005,3,40
20632,2,6,迷宫商人,1000,2,0,900,0,1,14,711006,2,60
20633,2,6,迷宫商人,4000,2,0,500,0,1,14,711003,10,0
20634,2,6,迷宫商人,3000,2,0,500,0,1,14,711004,5,20
20635,2,6,迷宫商人,2000,2,0,700,0,1,14,711005,3,40
20636,2,6,迷宫商人,1000,2,0,900,0,1,14,711006,2,60
