id,play_name,face,frame,group,is_visible,play_lv,monster_id1,monster_id2,monster_id3,monster_id4,monster_level1,monster_level2,monster_level3,monster_level4,monster_skill_level1,monster_skill_level2,monster_skill_level3,monster_skill_level4,monster_star1,monster_star2,monster_star3,monster_star4,monster_equip1,monster_equip2,monster_equip3,monster_equip4,career,efficiency,rob_money,rob_exp,score,battle_num
58,浅黄市的小柳,80001,90001,0,1,24,1004353,1004356,1004350,1004347,24,24,24,24,24|24|1|1|1,24|24|1|1|1,24|24|1|1|1,24|24|1|1|1,1,1,1,1,0,0,0,0,1,26346,27600,5520,0,0
59,华蓝市的小志,80001,90001,0,1,24,1004353,1004356,1004350,1004347,24,24,24,24,24|24|1|1|1,24|24|1|1|1,24|24|1|1|1,24|24|1|1|1,1,1,1,1,0,0,0,0,1,26346,27600,5520,0,0
60,华蓝市的阿莲,80001,90001,0,1,24,1005350,1005356,1005349,1005347,24,24,24,24,24|24|1|1|1,24|24|1|1|1,24|24|1|1|1,24|24|1|1|1,1,1,1,1,0,0,0,0,1,33036,27600,5520,0,0
61,紫堇市的阿斌,80001,90001,0,1,25,1005350,1005356,1005349,1005347,25,25,25,25,25|25|1|1|1,25|25|1|1|1,25|25|1|1|1,25|25|1|1|1,1,1,1,1,0,0,0,0,1,33547,28800,5760,0,0
62,紫堇市的阿琳,80001,90001,0,1,25,1005350,1005356,1005349,1005347,25,25,25,25,25|25|1|1|1,25|25|1|1|1,25|25|1|1|1,25|25|1|1|1,1,1,1,1,0,0,0,0,1,33547,28800,5760,0,0
63,紫堇市的阿西,80001,90001,0,1,25,1005350,1005356,1005349,1005347,25,25,25,25,25|25|1|1|1,25|25|1|1|1,25|25|1|1|1,25|25|1|1|1,1,1,1,1,0,0,0,0,1,33547,28800,5760,0,0
64,紫堇市的阿雅,80001,90001,0,1,25,1005350,1005356,1005349,1005347,25,25,25,25,25|25|1|1|1,25|25|1|1|1,25|25|1|1|1,25|25|1|1|1,1,1,1,1,0,0,0,0,1,33547,28800,5760,0,0
65,吉花市的阿正,80001,90001,0,1,25,1005350,1005356,1005349,1005347,25,25,25,25,25|25|1|1|1,25|25|1|1|1,25|25|1|1|1,25|25|1|1|1,1,1,1,1,0,0,0,0,1,33547,28800,5760,0,0
66,吉花市的阿寒,80001,90001,0,1,25,1005350,1005356,1005349,1005347,25,25,25,25,25|25|1|1|1,25|25|1|1|1,25|25|1|1|1,25|25|1|1|1,1,1,1,1,0,0,0,0,1,33547,28800,5760,0,0
67,切锋市的小益,80001,90001,0,1,25,1005350,1005356,1005349,1005347,25,25,25,25,25|25|1|1|1,25|25|1|1|1,25|25|1|1|1,25|25|1|1|1,1,1,1,1,0,0,0,0,1,33547,28800,5760,0,0
68,切锋市的阿欢,80001,90001,0,1,25,1005350,1005356,1005349,1005347,25,25,25,25,25|25|1|1|1,25|25|1|1|1,25|25|1|1|1,25|25|1|1|1,1,1,1,1,0,0,0,0,1,33547,28800,5760,0,0
69,橙华市的小俊,80001,90001,0,1,25,1005350,1005356,1005349,1005347,25,25,25,25,25|25|1|1|1,25|25|1|1|1,25|25|1|1|1,25|25|1|1|1,1,1,1,1,0,0,0,0,1,33547,28800,5760,0,0
70,橙华市的阿欢,80001,90001,0,1,25,1005350,1005356,1005349,1005347,25,25,25,25,25|25|1|1|1,25|25|1|1|1,25|25|1|1|1,25|25|1|1|1,1,1,1,1,0,0,0,0,1,33547,28800,5760,0,0
71,遥香市的阿苏,80001,90001,0,1,25,1005350,1005356,1005349,1005347,25,25,25,25,25|25|1|1|1,25|25|1|1|1,25|25|1|1|1,25|25|1|1|1,1,1,1,1,0,0,0,0,1,33547,28800,5760,0,0
72,遥香市的阿翠,80001,90001,0,1,25,1005350,1005356,1005349,1005347,25,25,25,25,25|25|1|1|1,25|25|1|1|1,25|25|1|1|1,25|25|1|1|1,1,1,1,1,0,0,0,0,1,33547,28800,5760,0,0
73,红莲岛的小啸,80001,90001,0,1,25,1005350,1005356,1005349,1005347,25,25,25,25,25|25|1|1|1,25|25|1|1|1,25|25|1|1|1,25|25|1|1|1,1,1,1,1,0,0,0,0,1,33547,28800,5760,0,0
74,红莲岛的阿娴,80001,90001,0,1,25,1005350,1005356,1005349,1005347,25,25,25,25,25|25|1|1|1,25|25|1|1|1,25|25|1|1|1,25|25|1|1|1,1,1,1,1,0,0,0,0,1,33547,28800,5760,0,0
75,秋叶镇的阿勇,80001,90001,0,1,25,1005350,1005356,1005349,1005347,25,25,25,25,25|25|1|1|1,25|25|1|1|1,25|25|1|1|1,25|25|1|1|1,1,1,1,1,0,0,0,0,1,33547,28800,5760,0,0
76,秋叶镇的阿燕,80001,90001,0,1,25,1005350,1005356,1005349,1005347,25,25,25,25,25|25|1|1|1,25|25|1|1|1,25|25|1|1|1,25|25|1|1|1,1,1,1,1,0,0,0,0,1,33547,28800,5760,0,0
77,桧皮镇的阿特,80001,90001,0,1,25,1005350,1005356,1005349,1005347,25,25,25,25,25|25|1|1|1,25|25|1|1|1,25|25|1|1|1,25|25|1|1|1,1,1,1,1,0,0,0,0,1,33547,28800,5760,0,0
78,桧皮镇的小滕,80001,90001,0,1,25,1005350,1005356,1005349,1005347,25,25,25,25,25|25|1|1|1,25|25|1|1|1,25|25|1|1|1,25|25|1|1|1,1,1,1,1,0,0,0,0,1,33547,28800,5760,0,0
79,密阿雷市的阿霖,80001,90001,0,1,25,1005350,1005356,1005349,1005347,25,25,25,25,25|25|1|1|1,25|25|1|1|1,25|25|1|1|1,25|25|1|1|1,1,1,1,1,0,0,0,0,1,33547,28800,5760,0,0
80,密阿雷市的小璐,80001,90001,0,1,25,1005350,1005356,1005349,1005347,25,25,25,25,25|25|1|1|1,25|25|1|1|1,25|25|1|1|1,25|25|1|1|1,1,1,1,1,0,0,0,0,1,33547,28800,5760,0,0
81,小波镇的阿琒,80001,90001,0,1,26,1005362,1005356,1005349,1005347,26,26,26,26,26|26|1|1|1,26|26|1|1|1,26|26|1|1|1,26|26|1|1|1,1,1,1,1,0,0,0,0,1,32397,30000,6000,0,0
82,小波镇的小莲,80001,90001,0,1,26,1005362,1005356,1005349,1005347,26,26,26,26,26|26|1|1|1,26|26|1|1|1,26|26|1|1|1,26|26|1|1|1,1,1,1,1,0,0,0,0,1,32397,30000,6000,0,0
83,水静市的阿富,80001,90001,0,1,26,1005362,1005356,1005349,1005347,26,26,26,26,26|26|1|1|1,26|26|1|1|1,26|26|1|1|1,26|26|1|1|1,1,1,1,1,0,0,0,0,1,32397,30000,6000,0,0
84,水静市的小婷,80001,90001,0,1,26,1005362,1005356,1005349,1005347,26,26,26,26,26|26|1|1|1,26|26|1|1|1,26|26|1|1|1,26|26|1|1|1,1,1,1,1,0,0,0,0,1,32397,30000,6000,0,0
85,绿岭市的阿西,80001,90001,0,1,26,1005362,1005356,1005349,1005347,26,26,26,26,26|26|1|1|1,26|26|1|1|1,26|26|1|1|1,26|26|1|1|1,1,1,1,1,0,0,0,0,1,32397,30000,6000,0,0
86,绿岭市的小莺,80001,90001,0,1,26,1005362,1005356,1005349,1005347,26,26,26,26,26|26|1|1|1,26|26|1|1|1,26|26|1|1|1,26|26|1|1|1,1,1,1,1,0,0,0,0,1,32397,30000,6000,0,0
87,甜酥村的阿源,80001,90001,0,1,26,1005362,1005356,1005349,1005347,26,26,26,26,26|26|1|1|1,26|26|1|1|1,26|26|1|1|1,26|26|1|1|1,1,1,1,1,0,0,0,0,1,32397,30000,6000,0,0
88,甜酥村的阿梦,80001,90001,0,1,26,1005362,1005356,1005349,1005347,26,26,26,26,26|26|1|1|1,26|26|1|1|1,26|26|1|1|1,26|26|1|1|1,1,1,1,1,0,0,0,0,1,32397,30000,6000,0,0
89,吹寄市的阿卓,80001,90001,0,1,26,1005362,1005356,1005349,1005347,26,26,26,26,26|26|1|1|1,26|26|1|1|1,26|26|1|1|1,26|26|1|1|1,1,1,1,1,0,0,0,0,1,32397,30000,6000,0,0
90,吹寄市的阿萱,80001,90001,0,1,26,1005362,1005356,1005349,1005347,26,26,26,26,26|26|1|1|1,26|26|1|1|1,26|26|1|1|1,26|26|1|1|1,1,1,1,1,0,0,0,0,1,32397,30000,6000,0,0
91,立涌市的阿棱,80001,90001,0,1,26,1004353,1004356,1004350,1004347,26,26,26,26,26|26|1|1|1,26|26|1|1|1,26|26|1|1|1,26|26|1|1|1,1,1,1,1,0,0,0,0,1,27368,30000,6000,0,0
92,立涌市的阿英,80001,90001,0,1,26,1004353,1004356,1004350,1004347,26,26,26,26,26|26|1|1|1,26|26|1|1|1,26|26|1|1|1,26|26|1|1|1,1,1,1,1,0,0,0,0,1,27368,30000,6000,0,0
93,鹿子镇的阿雨,80001,90001,0,1,26,1004353,1004356,1004350,1004347,26,26,26,26,26|26|1|1|1,26|26|1|1|1,26|26|1|1|1,26|26|1|1|1,1,1,1,1,0,0,0,0,1,27368,30000,6000,0,0
94,鹿子镇的小萱,80001,90001,0,1,26,1004353,1004356,1004350,1004347,26,26,26,26,26|26|1|1|1,26|26|1|1|1,26|26|1|1|1,26|26|1|1|1,1,1,1,1,0,0,0,0,1,27368,30000,6000,0,0
95,冬迎镇的阿斌,80001,90001,0,1,26,1004353,1004356,1004350,1004347,26,26,26,26,26|26|1|1|1,26|26|1|1|1,26|26|1|1|1,26|26|1|1|1,1,1,1,1,0,0,0,0,1,27368,30000,6000,0,0
96,冬迎镇的小瑛,80001,90001,0,1,26,1004353,1004356,1004350,1004347,26,26,26,26,26|26|1|1|1,26|26|1|1|1,26|26|1|1|1,26|26|1|1|1,1,1,1,1,0,0,0,0,1,27368,30000,6000,0,0
97,卡兹市的阿绍,80001,90001,0,1,26,1004353,1004356,1004350,1004347,26,26,26,26,26|26|1|1|1,26|26|1|1|1,26|26|1|1|1,26|26|1|1|1,1,1,1,1,0,0,0,0,1,27368,30000,6000,0,0
98,卡兹市的小茗,80001,90001,0,1,26,1004353,1004356,1004350,1004347,26,26,26,26,26|26|1|1|1,26|26|1|1|1,26|26|1|1|1,26|26|1|1|1,1,1,1,1,0,0,0,0,1,27368,30000,6000,0,0
99,枯叶市的阿劭,80001,90001,0,1,26,1004353,1004356,1004350,1004347,26,26,26,26,26|26|1|1|1,26|26|1|1|1,26|26|1|1|1,26|26|1|1|1,1,1,1,1,0,0,0,0,1,27368,30000,6000,0,0
100,枯叶市的小瑗,80001,90001,0,1,26,1004353,1004356,1004350,1004347,26,26,26,26,26|26|1|1|1,26|26|1|1|1,26|26|1|1|1,26|26|1|1|1,1,1,1,1,0,0,0,0,1,27368,30000,6000,0,0
10001,茵郁市白羽代表,80001,90001,201,0,26,1004347,1004356,1004350,0,30,30,30,30,25|25|1|1|1,25|25|1|1|1,25|25|1|1|1,25|25|1|1|1,3,2,2,2,4,4,4,4,1,27232,30000,6000,0,0
10002,枯叶市橘色代表,80001,90001,202,0,28,1004350,1004356,1004353,0,33,33,33,33,26|26|1|1|1,26|26|1|1|1,26|26|1|1|1,26|26|1|1|1,3,3,2,2,4,4,4,4,1,29952,32400,6480,0,0
10003,桧皮镇昆虫代表,80001,90001,203,0,30,1005384,1005347,1005356,1005350,36,36,36,36,27|27|1|1|1,27|27|1|1|1,27|27|1|1|1,27|27|1|1|1,3,3,3,2,5,5,5,5,1,49982,34800,6960,0,0
10004,百代市森林代表,80001,90001,204,0,32,1005347,1005356,1005350,1005353,39,39,39,39,30|30|1|1|1,30|30|1|1|1,30|30|1|1|1,30|30|1|1|1,3,3,3,3,5,5,5,5,1,51773,37200,7440,0,0
10005,卡吉镇冰冻代表,80001,90001,205,0,34,1006384,1006356,1006362,1006347,42,42,42,42,33|33|1|1|1,33|33|1|1|1,33|33|1|1|1,33|33|1|1|1,4,3,3,3,6,6,6,6,1,63492,39600,7920,0,0
10006,绿岭市心灵代表,80001,90001,206,0,36,1006384,1006347,1006350,1006331,45,45,45,45,36|36|1|1|1,36|36|1|1|1,36|36|1|1|1,36|36|1|1|1,4,4,3,3,6,6,6,6,1,70193,42000,8400,0,0
10007,切锋市冰河代表,80001,90001,207,0,38,1007353,1007367,1007384,1007350,48,48,48,48,40|40|1|1|1,40|40|1|1|1,40|40|1|1|1,40|40|1|1|1,4,4,4,3,7,7,7,7,1,85227,44400,8880,0,0
10008,红莲岛深红代表,80001,90001,208,0,40,1007363,1007367,1007350,1007353,51,51,51,51,44|44|1|1|1,44|44|1|1|1,44|44|1|1|1,44|44|1|1|1,5,4,4,4,7,7,7,7,1,90816,46800,9360,0,0
10009,水脉市矿山代表,80001,90001,209,0,42,1007353,1007331,1007350,1007347,54,54,54,54,48|48|1|1|1,48|48|1|1|1,48|48|1|1|1,48|48|1|1|1,5,5,4,4,8,8,8,8,1,92925,49200,9840,0,0
10010,金黄市金黄代表,80001,90001,210,0,44,1007363,1007367,1007384,1007350,57,57,57,57,52|52|1|1|1,52|52|1|1|1,52|52|1|1|1,52|52|1|1|1,5,5,5,5,9,9,9,9,1,106384,51600,10320,0,0
20001,今夜良辰拜见,80001,90001,106,0,24,1005387,1005369,1005359,1005349,35,35,35,35,35|35|1|1|1,35|35|1|1|1,35|35|1|1|1,35|35|1|1|1,3,3,3,3,5,5,5,5,1,50646,27600,5520,0,0
20002,今夜良辰拜见,80001,90001,105,0,22,1005362,1005356,1005349,1005347,32,32,32,32,32|32|1|1|1,32|32|1|1|1,32|32|1|1|1,32|32|1|1|1,2,3,2,2,5,5,5,5,1,41468,25200,5040,0,0
20003,真新镇的小茂,80001,90001,104,0,20,1005352,1005359,1005350,1005364,30,30,30,30,30|30|1|1|1,30|30|1|1|1,30|30|1|1|1,30|30|1|1|1,2,2,2,2,4,4,4,4,1,41573,0,0,0,0
20004,真新镇的小茂,80001,90001,104,0,20,1005384,1005356,1005362,1005347,30,30,30,30,28|28|1|1|1,28|28|1|1|1,28|28|1|1|1,28|28|1|1|1,1,2,1,1,4,4,4,4,1,37691,0,0,0,0
