id,name,type,prev,post,openlv,boss_type,boss_icon,sp,max,sceneID,area,group1,group2,group3,group4,group5,stone,stone_num,itemfirst_id,itemdrops_id,bossdrops_id,first_reward1,gold_reward,word,dropmonster,buffid,buffpose,goldenstore,silverstore,fborder,fbdepict,makingdrop
100315,小剧场,1,100314,100316,1,2,204113,6,99999,1003,2,1003151,1003156,0,0,0,0,0,80435,23001,0,6,3,word_y033,0,1,50,0,0,5,小剧场里面传来阵阵欢声笑语,"[[0,8],[0,16]]"
100316,剧场外围,1,100315,100317,1,3,200632,6,99999,1003,2,1003161,1003166,0,0,0,0,0,80436,23001,0,6,3,word_y033,0,1,50,0,0,6,散场时，人潮汹涌似春运,"[[0,8],[0,16]]"
100317,冰涟车站,1,100316,100318,1,3,200632,6,99999,1003,2,1003171,1003176,0,0,0,0,0,80437,23001,0,6,3,word_y033,0,1,50,0,0,7,车站是连接内陆的唯一通道,"[[0,8],[0,16]]"
100318,大瀑布,1,100317,100319,1,3,200632,6,99999,1003,2,1003181,1003186,0,0,0,0,0,80438,23001,0,6,3,word_y033,0,1,50,0,0,8,冰涟瀑布是大陆上最著名的景观,"[[0,8],[0,16]]"
100319,冰涟,1,100318,100320,1,3,200632,6,99999,1003,2,1003191,1003196,0,0,0,0,0,80439,23001,0,6,3,word_y033,0,1,50,0,0,9,好几条不知年代的冰涟横贯瀑布下,"[[0,8],[0,16]]"
100320,暴鲤龙之怒,1,100319,200311|100411,1,1,204213,6,99999,1003,2,1003201,1003206,0,0,0,0,0,80440,23001,0,6,3,word_y033,0,1,50,0,0,10,自大的吉宪能够如愿？,"[[740003,14]]"
100411,夏伯的叮嘱,1,100320,100412,1,3,200632,6,99999,1004,2,1004111,1004116,0,0,0,0,0,80441,23001,0,6,3,word_y033,0,1,50,0,0,1,道馆馆长亲自出场，说啥咧？,"[[0,8],[0,16]]"
100412,海滨小道,1,100411,100413,1,3,200632,6,99999,1004,2,1004121,1004126,0,0,0,0,0,80442,23001,0,6,3,word_y033,0,1,50,0,0,2,海滨的小道别有一番滋味,"[[0,8],[0,16]]"
100413,海滨旅馆,1,100412,100414,1,3,200632,6,99999,1004,2,1004131,1004136,0,0,0,0,0,80443,23001,0,6,3,word_y033,0,1,50,0,0,3,旅馆是恢复体力的绝佳地点,"[[0,8],[0,16]]"
100414,火山小径,1,100413,100415,1,3,200632,6,99999,1004,2,1004141,1004146,0,0,0,0,0,80444,23001,0,6,3,word_y033,0,1,50,0,0,4,小径上遍布了熔岩及火山灰,"[[0,8],[0,16]]"
100415,火山,1,100414,100416,1,2,-204403,6,99999,1004,2,1004151,1004156,0,0,0,0,0,80445,23001,0,6,3,word_y033,0,1,50,0,0,5,红莲火山，是人类难以踏足的地方,"[[0,8],[0,16]]"
100416,熔岩之心,1,100415,100417,1,3,200632,6,99999,1004,2,1004161,1004166,0,0,0,0,0,80446,23001,0,6,3,word_y033,0,1,50,0,0,6,传说中火山中心有个地方没被岩浆覆盖,"[[0,8],[0,16]]"
100417,研究所,1,100416,100418,1,3,200632,6,99999,1004,2,1004171,1004176,0,0,0,0,0,80447,23001,0,6,3,word_y033,0,1,50,0,0,7,一间历史悠久的科研机构,"[[0,8],[0,16]]"
100418,神奇宝贝屋,1,100417,100419,1,3,200632,6,99999,1004,2,1004181,1004186,0,0,0,0,0,80448,23001,0,6,3,word_y033,0,1,50,0,0,8,一座古老已被而焚毁大半的公馆,"[[0,8],[0,16]]"
100419,密室,1,100418,100420,1,3,200632,6,99999,1004,2,1004191,1004196,0,0,0,0,0,80449,23001,0,6,3,word_y033,0,1,50,0,0,9,公馆的地板上竟然有个暗门？,"[[0,8],[0,16]]"
100420,红莲道馆,1,100419,200411|100511,1,1,-204153,6,99999,1004,2,1004201,1004206,0,0,0,1,1,80450,23001,0,6,3,word_y033,0,1,50,0,0,10,红莲岛的最终一战！,"[[770003,14]]"
100511,神奥来客,1,100420,100512,1,3,200632,6,99999,1005,2,1005111,1005116,0,0,0,1,1,80451,23001,0,6,3,word_y033,0,1,50,0,0,1,来自神奥的梅丽莎,"[[0,8],[0,16]]"
100512,沟通广场,1,100511,100513,1,3,200632,6,99999,1005,2,1005121,1005126,0,0,0,1,1,80452,23001,0,6,3,word_y033,0,1,50,0,0,2,这是否就是与神奥沟通的秘密？,"[[0,8],[0,16]]"
100513,石路,1,100512,100514,1,3,200632,6,99999,1005,2,1005131,1005136,0,0,0,1,1,80453,23001,0,6,3,word_y033,0,1,50,0,0,3,石林镇到处是石头，道路也不例外,"[[0,8],[0,16]]"
100514,海洋雪旅馆,1,100513,100515,1,3,200632,6,99999,1005,2,1005141,1005146,0,0,0,1,1,80454,23001,0,6,3,word_y033,0,1,50,0,0,4,在巨石森林里，这名字确实突兀,"[[0,8],[0,16]]"
100515,巨石林,1,100514,100516,1,2,-204443,6,99999,1005,2,1005151,1005156,0,0,0,1,1,80455,23001,0,6,3,word_y033,0,1,50,0,0,5,巨石镇里有巨石林,"[[0,8],[0,16]]"
100516,战争遗址,1,100515,100517,1,3,200632,6,99999,1005,2,1005161,1005166,0,0,0,1,1,80456,23001,0,6,3,word_y033,0,1,50,0,0,6,距离石林不远处是一片残垣断壁,"[[0,8],[0,16]]"
100517,最终兵器,1,100516,100518,1,3,200632,6,99999,1005,2,1005171,1005176,0,0,0,1,1,80457,23001,0,6,3,word_y033,0,1,50,0,0,7,巨大的石柱突然化身为最终兵器,"[[0,8],[0,16]]"
100518,闪焰队踪迹,1,100517,100519,1,3,200632,6,99999,1005,2,1005181,1005186,0,0,0,1,1,80458,23001,0,6,3,word_y033,0,1,50,0,0,8,偶遇贪婪的闪焰队，他们是来求财？,"[[0,8],[0,16]]"
100519,秘密基地,1,100518,100520,1,3,200632,6,99999,1005,2,1005191,1005196,0,0,0,1,1,80459,23001,0,6,3,word_y033,0,1,50,0,0,9,门口一个大写的 R 预示着什么？,"[[0,8],[0,16]]"
100520,华丽的梅丽莎,1,100519,200511|100611,1,1,204653,6,99999,1005,2,1005201,1005206,0,0,0,1,1,80460,23001,0,6,3,word_y033,0,1,50,0,0,10,来自异乡的她会不会有特别招式？,"[[710001,14]]"
100611,地鼠洞,1,100520,100612,1,3,200632,6,99999,1006,3,1006111,1006112,1006116,0,0,1,1,80461,23001,0,6,3,word_y033,0,1,50,0,0,1,小小的洞口下面别有洞天,"[[0,8],[0,16]]"
100612,沙滩,1,100611,100613,1,3,200632,6,99999,1006,3,1006121,1006122,1006126,0,0,1,1,80462,23001,0,6,3,word_y033,0,1,50,0,0,2,通过地鼠洞后来到了阳光明媚的沙滩,"[[0,8],[0,16]]"
100613,钓鱼台,1,100612,100614,1,3,200632,6,99999,1006,3,1006131,1006132,1006136,0,0,1,1,80463,23001,0,6,3,word_y033,0,1,50,0,0,3,远处有钓鱼台，只是这附近有鱼吗？,"[[0,8],[0,16]]"
100614,入海口,1,100613,100615,1,3,200632,6,99999,1006,3,1006141,1006142,1006146,0,0,1,1,80464,23001,0,6,3,word_y033,0,1,50,0,0,4,清澈的海水与浑浊的河水形成了清晰的分界线,"[[0,8],[0,16]]"
100615,建筑工地,1,100614,100616,1,2,-204643,6,99999,1006,3,1006151,1006152,1006156,0,0,1,1,80465,23001,0,6,3,word_y033,0,1,50,0,0,5,一只苦兮兮的豪力正在没日没夜搬砖,"[[0,8],[0,16]]"
100616,废墟,1,100615,100617,1,3,200632,6,99999,1006,3,1006161,1006162,1006166,0,0,1,1,80466,23001,0,6,3,word_y033,0,1,50,0,0,6,热火朝天的工地旁边是爆破的废墟,"[[0,8],[0,16]]"
100617,岩石粉碎厂,1,100616,100618,1,3,200632,6,99999,1006,3,1006171,1006172,1006176,0,0,1,1,80467,23001,0,6,3,word_y033,0,1,50,0,0,7,硕大的岩石在这里会被粉粹成一颗颗石子儿,"[[0,8],[0,16]]"
100618,沙丘暗面,1,100617,100619,1,3,200632,6,99999,1006,3,1006181,1006182,1006186,0,0,1,1,80468,23001,0,6,3,word_y033,0,1,50,0,0,8,夕阳西下，沙丘的暗面似乎人影绰绰,"[[0,8],[0,16]]"
100619,小卖店,1,100618,100620,1,3,200632,6,99999,1006,3,1006191,1006192,1006196,0,0,1,1,80469,23001,0,6,3,word_y033,0,1,50,0,0,9,沙漠中的小卖店究竟为谁而开？,"[[0,8],[0,16]]"
100620,山男的理想,1,100619,200611|100711,1,1,204133,6,99999,1006,3,1006201,1006202,1006206,0,0,1,1,80470,23001,0,6,3,word_y033,0,1,50,0,0,10,人没有理想跟咸鱼有什么区别呢？,"[[710002,14]]"
100711,紫罗兰,1,100620,100712,18,3,200632,6,99999,1007,3,1007111,1007112,1007116,0,0,1,1,80471,23001,0,6,3,word_y033,0,1,50,0,0,1,“快来，陪我在抓蝴蝶吧！”,"[[0,8],[0,16]]"
100712,虫师,1,100711,100713,18,3,200632,6,99999,1007,3,1007121,1007122,1007126,0,0,1,1,80472,23001,0,6,3,word_y033,0,1,50,0,0,2,“我最喜欢各种各样的虫子了”,"[[0,8],[0,16]]"
100713,白檀森林,1,100712,100714,18,3,200632,6,99999,1007,3,1007131,1007132,1007136,0,0,1,1,80473,23001,0,6,3,word_y033,0,1,50,0,0,3,森林里出没得最多的不是野兽，而是虫子,"[[0,8],[0,16]]"
100714,草丛,1,100713,100715,18,3,200632,6,99999,1007,3,1007141,1007142,1007146,0,0,1,1,80474,23001,0,6,3,word_y033,0,1,50,0,0,4,窸窸窣窣的草丛里藏着什么秘密？,"[[0,8],[0,16]]"
100715,枫丹白露,1,100714,100716,18,2,-204543,6,99999,1007,3,1007151,1007152,1007156,0,0,1,1,80475,23001,0,6,3,word_y033,0,1,50,0,0,5,好一汪美丽的泉水,"[[0,8],[0,16]]"
100716,白檀广场,1,100715,100717,18,3,200632,6,99999,1007,3,1007161,1007162,1007166,0,0,1,1,80476,23001,0,6,3,word_y033,0,1,50,0,0,6,一片极具法兰西风味的建筑群伫立眼前,"[[0,8],[0,16]]"
100717,培育学院,1,100716,100718,18,3,200632,6,99999,1007,3,1007171,1007172,1007176,0,0,1,1,80477,23001,0,6,3,word_y033,0,1,50,0,0,7,在这里可以看到形形色色的新手训练家,"[[0,8],[0,16]]"
100718,服饰店,1,100717,100719,18,3,200632,6,99999,1007,3,1007181,1007182,1007186,0,0,1,1,80478,23001,0,6,3,word_y033,0,1,50,0,0,8,令人诧异的是当地人的服饰,"[[0,8],[0,16]]"
100719,亭子,1,100718,100720,18,3,200632,6,99999,1007,3,1007191,1007192,1007196,0,0,1,1,80479,23001,0,6,3,word_y033,0,1,50,0,0,9,亭子上的飞檐像极了天牛的触角,"[[0,8],[0,16]]"
100720,白檀道馆,1,100719,200711|100811,18,1,204013,6,99999,1007,3,1007201,1007202,1007206,0,0,1,1,80480,23001,0,6,3,word_y033,0,1,50,0,0,10,“输了，你可要答应帮我拍张照哦！”,"[[720002,14]]"
100811,降雷,1,100720,100812,20,3,200632,6,99999,1008,3,1008111,1008112,1008116,0,0,1,1,80481,23001,0,6,3,word_y033,0,1,50,0,0,1,伴随轰隆一声，一道雷击中了远方山顶,"[[0,8],[0,16]]"
100812,雪花纷飞,1,100811,100813,20,3,200632,6,99999,1008,3,1008121,1008122,1008126,0,0,1,1,80482,23001,0,6,3,word_y033,0,1,50,0,0,2,落雷之后，雪花纷飞大雪封山,"[[0,8],[0,16]]"
